RSN,EQID,SSN,EveLat,EveLon,MW,ML,mag,Depth,Rhyp,Rjb,Repi,STAID,Tn_rsn,pstar_rsn,SiteClass,SiteCLnew,VS30_Mac23,VS30_Art21,VS30_HA16,StaLat,StaLon,hp_freq,lp_freq,T0_01s,T0_02s,T0_022s,T0_025s,T0_029s,T0_03s,T0_032s,T0_035s,T0_036s,T0_04s,T0_042s,T0_044s,T0_045s,T0_046s,T0_048s,T0_05s,T0_055s,T0_06s,T0_065s,T0_067s,T0_07s,T0_075s,T0_08s,T0_085s,T0_09s,T0_095s,T0_1s,T0_11s,T0_12s,T0_13s,T0_133s,T0_14s,T0_15s,T0_16s,T0_17s,T0_18s,T0_19s,T0_2s,T0_22s,T0_24s,T0_25s,T0_26s,T0_28s,T0_29s,T0_3s,T0_32s,T0_34s,T0_35s,T0_36s,T0_38s,T0_4s,T0_42s,T0_44s,T0_45s,T0_46s,T0_48s,T0_5s,T0_55s,T0_6s,T0_65s,T0_667s,T0_7s,T0_75s,T0_8s,T0_85s,T0_9s,T0_95s,T1s,T1_1s,T1_2s,T1_3s,T1_4s,T1_5s,T1_6s,T1_7s,T1_8s,T1_9s,T2s,T2_2s,T2_4s,T2_5s,T2_6s,T2_8s,T3s,T3_2s,T3_4s,T3_5s,T3_6s,T3_8s,T4s,T4_2s,T4_4s,T4_6s,T4_8s,T5s,T5_5s,T6s,T6_5s,T7s,T7_5s,T8s,T8_5s,T9s,T9_5s,T10s
544,104,43,22.49,106.591,3.6,3.615,3.55,0,65.7654863,217.7947253,65.7654863,"VR01",0.17,2.962342108,2,2,674.0401321,483.9685934,483.9685934,21.916,106.745,0.85,20,0.294387703,0.298680567,0.302382985,0.309840658,0.323937781,0.326567544,0.336210415,0.390836831,0.420088256,0.487539278,0.527429306,0.64533578,0.67348575,0.668606657,0.60137636,0.569140529,0.570665444,0.693585378,0.616609249,0.620038234,0.641970709,0.75911122,0.860849433,0.894046065,0.886143329,0.925052747,0.976385125,0.757985631,0.660732783,0.602720731,0.584721054,0.565602135,0.640872796,0.626055733,0.618116357,0.630619116,0.600794707,0.571182164,0.572995147,0.565060835,0.570404794,0.516870041,0.441694083,0.361618101,0.294000275,0.235903269,0.197251714,0.185767931,0.184718818,0.18197782,0.14153654,0.129004818,0.117322647,0.113288295,0.110014021,0.107315937,0.095984748,0.084415557,0.083394139,0.071780602,0.070260975,0.067899764,0.058554056,0.048453697,0.038538528,0.035208513,0.033692465,0.026766451,0.022190356,0.020143594,0.019212844,0.018671771,0.015659746,0.013261208,0.012035159,0.011082796,0.009816395,0.008598985,0.007055573,0.006214819,0.006211481,0.0058731,0.005026904,0.004204819,0.00355887,0.003236616,0.003060148,0.002861245,0.002482347,0.002181711,0.001946033,0.001733415,0.001514316,0.001290829,0.001091822,0.000793962,0.000608427,0.000491753,0.000418921,0.000369696,0.000330569,0.000295495,0.000262905,0.000233018,0.000206318
545,111,43,22.911,106.679,4.6,5,5,10,111.296922,217.6088214,110.8467629,"VR01",0.17,2.962342108,2,2,674.0401321,483.9685934,483.9685934,21.916,106.745,0.4,20,7.685837608,7.610053891,7.641979121,7.701310194,7.898022664,7.974708195,7.913137328,7.981166353,8.076459115,8.433185019,8.786569488,9.051233728,9.251221657,9.396200092,9.363619413,8.856235214,9.340339926,12.19190176,12.2646932,12.4295823,12.71473353,14.08051,16.83552137,20.55025367,21.23242252,20.23044901,17.7952245,15.35730822,14.5696064,14.9057716,15.12686068,16.4181884,15.43681039,18.91937756,20.10336251,20.4596989,18.8975761,17.87509892,19.49707478,18.11597771,16.22858457,15.98313403,16.83525144,16.3031351,14.92583095,11.4739841,7.458056343,7.291322024,7.608480561,7.599848341,6.404420282,6.365364315,6.563382325,6.529020164,6.339667396,5.810280138,5.508754967,4.679047374,3.351623313,2.016556744,1.846124087,1.746896222,1.555790892,1.310788856,1.07407597,0.952983117,0.896719016,0.803120156,0.681180602,0.669434899,0.673853393,0.747498211,0.810056658,0.786661977,0.695671891,0.658125053,0.629388918,0.631184503,0.593766185,0.523011941,0.500879307,0.457921873,0.363898102,0.312924723,0.262870929,0.224836247,0.20674709,0.188514536,0.15720569,0.142726201,0.128823279,0.118498407,0.107162044,0.096048629,0.08619736,0.061415649,0.045675239,0.035555846,0.030880288,0.026590904,0.023116001,0.020166134,0.017488139,0.015235563,0.013414933
546,112,43,22.829,106.59,3.4,3.515,3.483333333,13.4,103.6343352,217.8066745,102.7643685,"VR01",0.17,2.962342108,2,2,674.0401321,483.9685934,483.9685934,21.916,106.745,0.57,20,0.66210344,0.665327699,0.673634525,0.690825467,0.72825467,0.739585192,0.80696971,1.030235493,1.0841759,1.432478644,1.443286508,1.567657113,1.569627316,1.523416739,1.43923948,1.582988003,1.819496291,1.810348787,1.90389448,1.78790538,1.696270518,1.680903986,1.590684528,1.574761202,1.503093178,1.458124172,1.558385603,1.211934008,1.320788551,1.402684477,1.444601568,1.577739407,1.84581008,1.820374775,1.549587271,1.204882019,1.085638533,1.027668658,0.886719955,0.793045793,0.806976714,0.753212561,0.759875679,0.742289725,0.69625305,0.586156151,0.42954592,0.378165989,0.330835446,0.292958953,0.249077204,0.206042871,0.173785621,0.162546391,0.156747805,0.158240131,0.147664379,0.127458955,0.094271122,0.070966742,0.068120772,0.065048602,0.0588691,0.046275596,0.039516344,0.034701722,0.031633565,0.029245683,0.024342385,0.024274986,0.021860764,0.018634683,0.016983092,0.015797588,0.01438175,0.01246628,0.010548776,0.00989936,0.00853802,0.007400078,0.006772623,0.006135151,0.004745502,0.00390703,0.003205273,0.002663458,0.002443057,0.002253625,0.002001174,0.00178106,0.00156157,0.001370514,0.001223692,0.001063651,0.000924439,0.000715805,0.000611473,0.000535086,0.000459145,0.000396653,0.000347605,0.000306408,0.000271801,0.000243792,0.000220916
547,113,43,22.833,106.62,4.5,4.8,4.8,13.3,103.6296143,217.6444096,102.7725983,"VR01",0.17,2.962342108,2,2,674.0401321,483.9685934,483.9685934,21.916,106.745,0.61,20,2.795038236,2.751528458,2.778753117,2.831850179,2.955510524,3.004499617,3.131887204,3.136992979,3.258182073,3.655208426,3.64803537,3.877691406,4.097629337,4.233781752,4.564038896,4.855855005,5.57615609,5.120077326,5.131963538,5.236245743,5.18862293,5.369275441,5.571375259,5.730125036,6.74573776,6.742175788,6.023224448,6.521562656,7.479809775,6.756962004,6.794456772,7.802913688,10.30648225,12.62082727,11.74064869,9.855066203,9.230437214,8.962599357,7.713624936,6.583056662,6.183109654,5.916245494,5.306212382,4.798487087,4.356590617,3.928068475,3.8830851,3.894092646,3.795096644,3.217956114,2.71958704,2.42859814,2.33977957,2.3437501,2.340475541,2.383333877,2.232151942,1.915707999,1.496043646,1.191652004,1.095895,0.979038327,1.217772498,1.118334966,1.025071906,0.897920687,0.7449449,0.754181813,0.816293311,0.721128325,0.69180804,0.799123642,0.838446717,0.741456763,0.617651945,0.533165431,0.458217703,0.425800369,0.361950611,0.293565036,0.260178356,0.233630361,0.187015518,0.156997123,0.141192497,0.121672442,0.111254556,0.101158674,0.083132322,0.069044913,0.060519483,0.053607362,0.047580771,0.042603358,0.037899759,0.027122624,0.020027114,0.015493369,0.012812594,0.011447729,0.010132818,0.008737479,0.007435053,0.006895018,0.006383524
548,46,44,21.585,103.985,4.3,4.7,4.7,0,279.3754946,279.2172939,279.3754946,"VR02",0.09,2.705253012,2,2,1052.035133,722.482312,722.482312,21.863,106.673,0.21,20,0.147048782,0.147255381,0.147648453,0.148283118,0.155313611,0.159625829,0.163096878,0.177534379,0.175838373,0.170707689,0.178757351,0.211487191,0.229579305,0.242728038,0.251516536,0.264575771,0.243238347,0.217508662,0.218426313,0.220589448,0.220366928,0.207954051,0.234641249,0.246005016,0.253308781,0.251126401,0.230483476,0.221115529,0.214560258,0.204619212,0.211148814,0.235907047,0.205295636,0.207480539,0.207033735,0.221878206,0.235887473,0.239532119,0.237481225,0.234329666,0.232378748,0.232352576,0.261303579,0.301721706,0.355576251,0.408838416,0.4420942,0.450144796,0.43987365,0.387528367,0.386236171,0.42754835,0.464545737,0.507511323,0.551934765,0.621212267,0.62423749,0.490489012,0.337443156,0.233019765,0.208266598,0.180057627,0.151927254,0.119919875,0.11735042,0.108085352,0.093784162,0.091084183,0.088104423,0.071079631,0.048378134,0.032019694,0.030349024,0.033658607,0.028353333,0.024580666,0.021462104,0.01898359,0.014973179,0.012534878,0.012183404,0.010795367,0.01115041,0.011422309,0.01045311,0.009758029,0.009024112,0.008230774,0.00658995,0.005658912,0.004604586,0.00424904,0.003870659,0.003491277,0.003039417,0.002568522,0.002094512,0.001785001,0.001567162,0.001362814,0.001126767,0.001034979,0.0009985,0.000898012,0.000832831
549,47,44,21.638,104,3.8,4.115,3.883333333,0,277.1912559,279.2954813,277.1912559,"VR02",0.09,2.705253012,2,2,1052.035133,722.482312,722.482312,21.863,106.673,0.64,20,0.09371477,0.105179116,0.110280355,0.125047371,0.221675279,0.26778725,0.400745553,0.337218762,0.305433341,0.198911004,0.18739269,0.162136196,0.149046933,0.136093709,0.119207716,0.123330996,0.134019669,0.148938114,0.158423456,0.169162504,0.194586906,0.21850795,0.256543501,0.317751825,0.373749557,0.376910676,0.344166043,0.315745918,0.255945092,0.242227576,0.236957019,0.229154149,0.236929538,0.208100623,0.188481336,0.214306326,0.170853635,0.156257672,0.157093362,0.139375908,0.141644054,0.140801729,0.139983022,0.138443897,0.144637742,0.148549128,0.139730358,0.147929648,0.156005049,0.148734498,0.137972216,0.127424127,0.122470222,0.113966339,0.105187799,0.109216845,0.113982686,0.128648004,0.096320304,0.068576412,0.061995258,0.056262663,0.049475717,0.039838555,0.031408293,0.027657825,0.02638668,0.023995317,0.016837379,0.014580762,0.011556519,0.009417262,0.010162468,0.007753383,0.006935661,0.005868145,0.005047656,0.004417164,0.003579935,0.003338479,0.002997232,0.002684733,0.002409418,0.002612426,0.002318009,0.002011884,0.001803585,0.001695618,0.001614416,0.001454645,0.00135524,0.001248766,0.001185494,0.001116666,0.001037157,0.000817829,0.00063585,0.00053493,0.000446924,0.000368815,0.000309885,0.000258686,0.000218894,0.000188688,0.000165093
550,72,44,20.339,104.516,3.6,3.915,3.75,17.1,281.2031519,279.3122821,280.6827438,"VR02",0.09,2.705253012,2,2,1052.035133,722.482312,722.482312,21.863,106.673,0.8,20,0.102048582,0.128126703,0.137634335,0.167473311,0.312021403,0.394316265,0.436194587,0.488330044,0.4608405,0.433402247,0.349149816,0.276693368,0.261833728,0.259005893,0.270462957,0.263640294,0.224570562,0.243856637,0.191022766,0.169143484,0.142776508,0.120422205,0.154008818,0.206501417,0.212564556,0.16139344,0.107398306,0.057216705,0.039723396,0.034345888,0.034595192,0.032788957,0.032085829,0.028090942,0.025427926,0.026532903,0.022602367,0.021439701,0.016988334,0.015234849,0.015369492,0.015289922,0.016367191,0.014541737,0.013804032,0.016137894,0.014723686,0.015735961,0.016455316,0.016619686,0.015637421,0.014527814,0.014093785,0.014303156,0.015321641,0.017205369,0.016913124,0.015279855,0.013361401,0.010906523,0.010044045,0.00864281,0.008975204,0.007970127,0.007158222,0.006019815,0.005919392,0.005375923,0.003802631,0.0036426,0.003059279,0.002733654,0.002928517,0.002583883,0.002110493,0.001874482,0.001612112,0.00131843,0.000962423,0.000776039,0.000752694,0.000683731,0.000513011,0.00044617,0.0004542,0.000395876,0.000400364,0.000408825,0.000363209,0.000315208,0.000284069,0.000269205,0.000256732,0.000239937,0.000217253,0.000179255,0.000142122,0.000123984,0.000120603,0.000118758,0.000101638,9.31e-05,9.78e-05,8.49e-05,7.8e-05
551,75,44,20.734,105.098,3.4,3.715000001,3.616666667,17.1,206.580844,279.3242319,205.87189,"VR02",0.09,2.705253012,2,2,1052.035133,722.482312,722.482312,21.863,106.673,0.63,20,0.092508669,0.093972838,0.094744305,0.097212781,0.115394631,0.124493889,0.140588489,0.14205317,0.151384369,0.204462892,0.186792828,0.163150684,0.155616188,0.149517126,0.147601532,0.150957826,0.179693942,0.166426683,0.184433402,0.19157467,0.205988119,0.246378923,0.303631075,0.386150422,0.43625022,0.459886984,0.42456903,0.258899734,0.206247451,0.202371224,0.193151462,0.148913411,0.109242577,0.109298627,0.115473897,0.116249886,0.119240937,0.105071374,0.060497725,0.050968635,0.054429316,0.057449951,0.042849371,0.039420471,0.034729008,0.033143735,0.027581275,0.026601027,0.027617395,0.031633172,0.031652923,0.034787484,0.030134437,0.028855215,0.028629632,0.026641225,0.024410589,0.01707316,0.015045239,0.013196527,0.013080212,0.01230524,0.01169138,0.012069948,0.009801959,0.008229508,0.007105241,0.005577731,0.004292797,0.002961281,0.002389518,0.001943041,0.001953414,0.002233331,0.001966301,0.001421783,0.001214393,0.00102776,0.00112774,0.001020876,0.000977931,0.000967469,0.000913147,0.00074109,0.000584356,0.000474034,0.000480616,0.000485271,0.000430402,0.000359517,0.000341183,0.000340641,0.000323684,0.000300179,0.000275075,0.000199917,0.000134988,0.000109689,0.000106348,0.000103848,0.0001,0.00010253,9.68e-05,9.57e-05,9.51e-05
552,77,44,23.113,106.158,4.3,4.215,3.95,18.8,149.9068722,279.2172939,148.7233348,"VR02",0.09,2.705253012,2,2,1052.035133,722.482312,722.482312,21.863,106.673,0.17,20,0.145082502,0.149369119,0.150961994,0.154304963,0.160831477,0.163532608,0.176129374,0.195455331,0.199126057,0.218842762,0.238429651,0.251554526,0.26074075,0.271554963,0.271499757,0.28006498,0.354465463,0.328621146,0.308393166,0.296576186,0.330202538,0.3488409,0.404995697,0.557373031,0.690932008,0.584990095,0.51570755,0.357659711,0.286164947,0.295173608,0.26549776,0.281536209,0.273162038,0.245320995,0.274425066,0.238080471,0.23128513,0.237729976,0.193911122,0.133403561,0.129277777,0.157548308,0.187767154,0.174783995,0.16752848,0.17919409,0.181485653,0.175464512,0.158920423,0.124407966,0.108168239,0.102763741,0.092680543,0.090196788,0.092669577,0.101772047,0.109482027,0.108428987,0.131509658,0.132948378,0.111483764,0.08026669,0.076313404,0.072564939,0.073039578,0.075320435,0.077482233,0.072370246,0.057582343,0.049338485,0.041768283,0.044763175,0.046515661,0.043365071,0.039003264,0.036127823,0.034438057,0.032364073,0.028041845,0.024543757,0.021457249,0.018368977,0.014407522,0.012569586,0.011392888,0.010469182,0.009871686,0.009260027,0.00825177,0.007110836,0.006058863,0.005263207,0.00467335,0.004103278,0.003466142,0.003050826,0.002916775,0.002180652,0.00167623,0.001361528,0.001188013,0.001021531,0.000897187,0.000787576,0.000701364
553,78,44,22.946,106.116,4.3,4.115,3.883333333,20.6,134.9256519,279.2172939,133.3438095,"VR02",0.09,2.705253012,2,2,1052.035133,722.482312,722.482312,21.863,106.673,0.4,20,0.22399602,0.235147626,0.239430047,0.248236595,0.278415777,0.294601122,0.330866961,0.349132976,0.375434145,0.430567757,0.498119538,0.574599734,0.600739949,0.600026085,0.547295107,0.553583545,0.678475149,0.697270277,0.622618879,0.637712513,0.632965691,0.624056406,0.801536475,0.883651127,0.866327049,0.802980493,0.611953281,0.55255795,0.420932718,0.349232044,0.342672673,0.306615581,0.289077335,0.284812004,0.250379149,0.195804338,0.158715291,0.166453405,0.156994039,0.196187851,0.20791757,0.194399897,0.20805393,0.212804641,0.204623656,0.215510386,0.219560156,0.216007634,0.215100733,0.183652032,0.182073461,0.190910429,0.189251744,0.178623556,0.163623634,0.141393783,0.123648371,0.093934921,0.075132391,0.054452718,0.052470279,0.046215109,0.047282805,0.048138036,0.047963073,0.045763187,0.050369484,0.053230248,0.04714809,0.047005936,0.036791593,0.041355416,0.042771828,0.043536971,0.039773452,0.03791516,0.035867248,0.034279064,0.026872566,0.021077448,0.018808612,0.017011919,0.014496485,0.012989072,0.011661867,0.010370997,0.009523125,0.008697454,0.007168946,0.005867897,0.004986245,0.005264044,0.004881838,0.004425771,0.003889987,0.003627728,0.003126031,0.00224225,0.001752879,0.001464912,0.001404079,0.001244299,0.001087798,0.000960532,0.000840377
554,79,44,23.152,106.265,3.4,3.515,3.483333333,0,149.3320267,279.3242319,149.3320267,"VR02",0.09,2.705253012,2,2,1052.035133,722.482312,722.482312,21.863,106.673,0.59,20,0.123922451,0.125092047,0.12640043,0.128693771,0.135377385,0.142864457,0.170426543,0.174319473,0.176938292,0.20951576,0.242683372,0.273938433,0.282980049,0.279197807,0.267543486,0.260411933,0.318038538,0.284447536,0.282361948,0.297393274,0.343145559,0.402665072,0.468770112,0.566929119,0.644045243,0.580679022,0.508785344,0.325616204,0.272671251,0.215890061,0.20425953,0.164632402,0.147072957,0.120694151,0.131456059,0.138888539,0.114815293,0.090412191,0.090267152,0.099424,0.09487358,0.0993811,0.08596756,0.080109069,0.08005257,0.077933434,0.07525143,0.076545216,0.075396761,0.063064088,0.052151272,0.044665776,0.039659258,0.039259743,0.038962222,0.035958843,0.032002781,0.023030566,0.01867908,0.016447369,0.015481265,0.013382785,0.013215804,0.011996798,0.010380354,0.008693811,0.00742473,0.0073585,0.006469561,0.006467679,0.005747217,0.005572597,0.005391011,0.005250868,0.004723496,0.004233724,0.003989675,0.003777859,0.002952041,0.002234669,0.001916882,0.001732405,0.001514089,0.001252455,0.001139143,0.000953148,0.000882081,0.000819319,0.00071617,0.000601547,0.000570435,0.000549941,0.000455178,0.000378846,0.000340831,0.000249873,0.000224302,0.000175273,0.000153309,0.000139485,0.000115925,9.2e-05,8.15e-05,7.38e-05,6.85e-05
555,40,45,20.958,103.862,3.6,3.815,3.683333333,32.6,300.7207583,226.8136113,298.9485147,"VR03",0.2,1.91847497,2,1.02,601.5600725,436.8688735,436.8688735,21.8,106.604,0.58,20,0.007074683,0.007004477,0.006991887,0.007139071,0.008662126,0.009560042,0.011757221,0.013813641,0.013735425,0.014317756,0.012027142,0.010998267,0.010634968,0.010259337,0.009814314,0.009700315,0.008182259,0.009080041,0.009610766,0.009859843,0.010134718,0.010449151,0.010606924,0.011442576,0.011666286,0.011954993,0.012843112,0.013888036,0.012535582,0.014299119,0.014898154,0.016727833,0.015586466,0.014185725,0.013806987,0.015474227,0.018528359,0.019171496,0.018451716,0.023533783,0.026326489,0.025499661,0.017640409,0.020031854,0.021124789,0.02205258,0.019571257,0.018683018,0.01752442,0.014615631,0.013087423,0.012664004,0.010782002,0.011306221,0.012096534,0.012260333,0.01234507,0.012173624,0.011318315,0.010167757,0.009542305,0.008791448,0.008812763,0.007202605,0.006163963,0.005524013,0.005682682,0.005324796,0.003582198,0.002635814,0.001965363,0.001715775,0.001616715,0.001307164,0.000990672,0.000919582,0.00089439,0.000838854,0.000976549,0.000805386,0.000766759,0.000751532,0.000621873,0.000511963,0.000526912,0.000497256,0.00049367,0.000490046,0.00046091,0.000460315,0.000439231,0.000352837,0.000329692,0.000314583,0.000304348,0.000231427,0.000192828,0.000159298,0.000151778,0.00013379,0.000111043,8.31e-05,7.2e-05,7.17e-05,6.52e-05
556,47,45,21.638,104,3.8,4.115,3.883333333,0,269.5954722,226.7968113,269.5954722,"VR03",0.2,1.91847497,2,1.02,601.5600725,436.8688735,436.8688735,21.8,106.604,0.16,20,0.069320863,0.068748262,0.068910039,0.069223175,0.069430179,0.069374576,0.070369446,0.0725587,0.073201577,0.074435213,0.073883168,0.075131205,0.075575002,0.075524638,0.074154454,0.078558938,0.089104703,0.095730491,0.118473901,0.127171171,0.136841915,0.136978185,0.131055607,0.148125417,0.177100023,0.193957063,0.211573652,0.195032202,0.189163414,0.178251077,0.178605693,0.177354937,0.193446085,0.201474157,0.239587603,0.214908444,0.166554061,0.162367658,0.185766164,0.169063822,0.177844081,0.192895829,0.183612066,0.181697926,0.158135659,0.141600227,0.143631893,0.138232118,0.13534948,0.125285605,0.119668506,0.129707648,0.12911636,0.130891679,0.127245257,0.105264568,0.097671581,0.093908846,0.072989583,0.044711947,0.04109407,0.035779218,0.036428882,0.035583677,0.03114983,0.029389523,0.02565943,0.020999626,0.016453202,0.011405079,0.013508497,0.011466553,0.0091477,0.007838099,0.006243946,0.005447735,0.00455437,0.004163745,0.003218165,0.002300794,0.002319129,0.002264237,0.002343623,0.002277298,0.002073873,0.001729612,0.001598071,0.001491369,0.001345326,0.00119306,0.001036253,0.000896373,0.000871018,0.000834494,0.000800266,0.000662941,0.000513748,0.000389076,0.000307767,0.00028051,0.000251459,0.000220526,0.000193115,0.000169876,0.000152013
557,59,45,22.387,106.535,3.6,3.615,3.55,19.8,68.57796122,226.8136113,65.65741972,"VR03",0.2,1.91847497,2,1.02,601.5600725,436.8688735,436.8688735,21.8,106.604,0.76,20,0.305683992,0.309713913,0.31567499,0.326898394,0.346299272,0.353996956,0.374239219,0.478188134,0.527973295,0.636490572,0.615347708,0.644680541,0.691857085,0.772936055,0.894153181,0.92964294,0.811802434,0.754780196,0.838252258,0.844091422,0.758322913,0.708901559,0.586130228,0.622399899,0.711629475,0.809697687,0.834050033,0.955940989,0.635055842,0.421903074,0.423359283,0.441550922,0.407210907,0.40293388,0.402411764,0.414168741,0.525661039,0.525774897,0.507790897,0.344622965,0.257630313,0.218496736,0.174468728,0.191120587,0.196148136,0.190594905,0.164526415,0.171649723,0.171676771,0.165948239,0.171256768,0.186343296,0.164918272,0.156985766,0.157243465,0.158252021,0.148302452,0.100168078,0.086566935,0.074003548,0.070080445,0.064552601,0.051964571,0.0474358,0.044015908,0.033930358,0.031197202,0.034571436,0.037834897,0.032420683,0.029595573,0.027875525,0.024524018,0.022609392,0.022006958,0.021147222,0.018745441,0.016738042,0.013787323,0.011677088,0.010733597,0.009941301,0.008306471,0.006645176,0.005250115,0.004588055,0.004384954,0.004194042,0.003794745,0.003277312,0.002781936,0.002370253,0.002127986,0.001970511,0.001779679,0.00123803,0.000961268,0.000758341,0.000629511,0.000537459,0.000468355,0.000410662,0.000359237,0.000315727,0.000289018
558,72,45,20.339,104.516,3.6,3.915,3.75,17.1,271.3271987,226.8136113,270.7878113,"VR03",0.2,1.91847497,2,1.02,601.5600725,436.8688735,436.8688735,21.8,106.604,0.36,20,0.015850445,0.018768127,0.019654984,0.021917182,0.027684951,0.029985849,0.038270324,0.053327442,0.057175272,0.073711195,0.05994909,0.055277914,0.057611744,0.059601735,0.060068508,0.053783279,0.050416098,0.041350927,0.039904352,0.043464823,0.047875216,0.050853138,0.04878661,0.049682643,0.056969563,0.052051119,0.051682085,0.042076821,0.036970251,0.032714609,0.032617406,0.030903725,0.031979878,0.032768744,0.033764973,0.032215786,0.030469099,0.026884497,0.021610013,0.01807033,0.020907566,0.018736618,0.014263611,0.012812764,0.012613939,0.015725824,0.014159489,0.013300117,0.014270559,0.015132989,0.013598638,0.012296201,0.011442268,0.011016988,0.011794058,0.013073407,0.013279005,0.011330294,0.007923923,0.006089783,0.005509388,0.00522204,0.004398284,0.003817528,0.003423144,0.003328604,0.003224023,0.002923504,0.002645417,0.002327472,0.001876192,0.001753572,0.001468059,0.001262746,0.001063297,0.000912695,0.000929486,0.000866118,0.000670766,0.000533031,0.000478665,0.000450372,0.000423358,0.000403696,0.000403598,0.000395339,0.000381884,0.000357555,0.000319111,0.000288215,0.000275826,0.000243129,0.00020287,0.000181521,0.000165001,0.000153844,0.000133968,0.000114019,8.21e-05,6.55e-05,6.27e-05,5.97e-05,5.3e-05,4.97e-05,4.34e-05
559,75,45,20.734,105.098,3.4,3.715000001,3.616666667,17.1,196.7099835,226.8255606,195.9653225,"VR03",0.2,1.91847497,2,1.02,601.5600725,436.8688735,436.8688735,21.8,106.604,0.62,20,0.062858219,0.0643199,0.0650138,0.066284416,0.068610746,0.06930331,0.071374201,0.07520541,0.076956549,0.089757771,0.093351458,0.090625354,0.093158324,0.094697433,0.098689593,0.104710432,0.127461587,0.130741969,0.146020226,0.149985752,0.163800175,0.187650875,0.237688439,0.253235076,0.24423876,0.263836776,0.255390857,0.217752591,0.167295836,0.152557461,0.145071203,0.139535455,0.131038777,0.121526629,0.125720492,0.103958331,0.117315246,0.113421345,0.086165531,0.071434345,0.071700028,0.068915168,0.055958181,0.052646556,0.052260951,0.038761794,0.031164845,0.028915842,0.026962553,0.025264486,0.025180192,0.022421127,0.019362041,0.017283326,0.017497255,0.018720134,0.018216648,0.015305132,0.014116598,0.011960194,0.011193759,0.008386759,0.006804389,0.007647927,0.006978492,0.005569304,0.004473393,0.003703786,0.003418641,0.003121389,0.00247087,0.00215093,0.001883423,0.001650758,0.001518261,0.001343636,0.001245252,0.001023005,0.001008961,0.000899198,0.000889386,0.000896075,0.000790116,0.000659739,0.00063654,0.000523931,0.000476671,0.00044232,0.000390402,0.000369668,0.000349718,0.000301698,0.000262233,0.000230578,0.000212141,0.000175472,0.000143191,0.000121984,0.000107802,9.08e-05,8.08e-05,6.75e-05,6.24e-05,6.12e-05,5.42e-05
560,77,45,23.113,106.158,4.3,4.215,3.95,18.8,154.1738914,226.7186317,153.0233603,"VR03",0.2,1.91847497,2,1.02,601.5600725,436.8688735,436.8688735,21.8,106.604,0.14,20,0.139516665,0.141061585,0.141738686,0.143031672,0.145556127,0.147314164,0.157167435,0.171839883,0.178329293,0.182722993,0.194500536,0.196092682,0.195583282,0.198379426,0.203257458,0.231062113,0.250123265,0.309520977,0.265679557,0.28262308,0.308949772,0.326601375,0.333341743,0.398916306,0.447333203,0.487942808,0.492254154,0.445045663,0.335443482,0.32126641,0.304779951,0.264820904,0.316878229,0.351539589,0.404381983,0.484470642,0.632975657,0.572785085,0.339940403,0.227105138,0.206800775,0.190582784,0.18508373,0.186752751,0.174440277,0.171194822,0.163302306,0.156005403,0.144325148,0.137973452,0.125125246,0.124617777,0.112089955,0.109229209,0.110503226,0.11199672,0.100119081,0.086075188,0.084985204,0.079642784,0.073366017,0.072204808,0.074783699,0.066931283,0.062609409,0.058230748,0.050978236,0.061665663,0.055690867,0.043432732,0.039094974,0.038976901,0.036384208,0.030764205,0.024768109,0.025772019,0.027986141,0.027707019,0.022283462,0.016846182,0.01482962,0.012727979,0.008917852,0.006695433,0.005446317,0.005513583,0.005604425,0.005585372,0.005196195,0.00471908,0.004310446,0.004222992,0.004294006,0.004289728,0.003913669,0.002980225,0.00293475,0.0023308,0.001663094,0.001280129,0.001030861,0.000913847,0.000815971,0.000730217,0.000662823
561,78,45,22.946,106.116,4.3,4.115,3.883333333,20.6,138.4931801,226.7186317,136.95255,"VR03",0.2,1.91847497,2,1.02,601.5600725,436.8688735,436.8688735,21.8,106.604,0.34,20,0.240543496,0.240167856,0.243429274,0.24969383,0.262230858,0.265881942,0.259990684,0.294261878,0.300876979,0.350319557,0.377753398,0.374535238,0.389155171,0.397745739,0.452098877,0.496694863,0.526361968,0.548900346,0.572537348,0.626016838,0.69885376,0.759028413,0.754958882,0.792851812,0.708824458,0.763336173,0.803775587,0.593137187,0.464865249,0.46515044,0.507970744,0.597144007,0.511094139,0.470872246,0.487367402,0.565259613,0.694369968,0.576101824,0.298080318,0.22996341,0.206899018,0.199273558,0.177824815,0.162887098,0.150114347,0.152470808,0.165109554,0.17083769,0.181813627,0.19476839,0.165654708,0.144402429,0.142550778,0.135645166,0.128674363,0.108687122,0.106268516,0.061576894,0.046797587,0.047146339,0.046713862,0.041628318,0.039467773,0.035904265,0.037136083,0.042360063,0.04876027,0.055377369,0.050280331,0.039435985,0.034302973,0.030644541,0.02437243,0.019737914,0.016728201,0.017938692,0.019321106,0.018935118,0.015189378,0.012090471,0.011024059,0.009992808,0.008796684,0.007848835,0.006807222,0.006676436,0.006433294,0.005998749,0.005587912,0.005282281,0.004835454,0.004664443,0.004628389,0.004310828,0.003917401,0.003382423,0.003026809,0.00214936,0.001717403,0.001442617,0.001274109,0.001132822,0.000994298,0.000882978,0.000789811
